index,position,horizon,career_stage,route,representative_source_state,evidence_quantile,source_points,source_percentile,state_percentile,p_active,conditional_active_points,expected_points,p_out,p_depth,p_usable,p_starter,p_premium,p_elite,mean_depth,mean_usable,mean_starter,mean_premium,mean_elite
58,RB,3,veteran,D0,premium,0.75,92.55,0.7371401604530439,0.7474104143337066,0.1676584904034758,40.53570809746039,6.79615562705616,0.8323415095965242,0.0216758029052238,0.0369533132518859,0.0405902375321688,0.0532428701961521,0.015196266518045,40.53570809746039,40.53570809746039,40.53570809746039,40.53570809746039,40.53570809746039
59,RB,3,veteran,D0,premium,0.9,100.77,0.7729822485207101,0.8286046511627908,0.1718307511853631,44.5251078749605,7.650782732763793,0.8281692488146368,0.0211196763300429,0.0380249370647592,0.0395895694971745,0.0573800167918659,0.0157165515015206,44.5251078749605,44.5251078749605,44.5251078749605,44.5251078749605,44.5251078749605
60,WR,2,developmental,D1,starter,0.1,20.2,0.3648648648648648,0.1078431372549019,0.4778054500671131,27.808990232107732,13.28728709376419,0.5221945499328868,0.0854743571618236,0.1170588142715369,0.156716668066318,0.0982678466839847,0.0202877638834499,0.0,7.02108836857434,25.25191495049169,61.31656499492575,122.36755352931456
61,WR,2,developmental,D1,starter,0.25,23.57,0.3937247917373441,0.2443438914027149,0.4898908486127253,30.575461157473924,14.978638613160324,0.5101091513872746,0.0824939824004699,0.1140853828654149,0.1578787638930072,0.1103677554258369,0.0250649640279963,0.0,7.723551961259517,25.998691513163088,62.32050553164001,124.26423734882648
62,WR,2,developmental,D1,starter,0.5,28.8,0.4396984924623116,0.4607843137254901,0.5055503120809093,35.07274993325699,17.731039674293765,0.4944496879190907,0.077487747282524,0.1082501580704306,0.1562562147449081,0.1292058652468812,0.0343503267361651,0.0,8.613442836776635,26.972612664929805,63.62227601519759,127.03295607275554
63,WR,2,developmental,D1,starter,0.75,35.95,0.4910685805422647,0.7118055555555556,0.5227211252796434,40.90615770278964,21.382512785268755,0.4772788747203565,0.0720120438480223,0.1008220012672513,0.1504078146324094,0.1507652308818146,0.0487140346501456,0.6178371553064821,9.604642022422418,28.05789018098333,65.07276214179666,130.12319612971223
64,WR,2,developmental,D1,starter,0.9,40.7,0.5288461538461539,0.8854166666666666,0.5322097275515983,45.16978936567444,24.03980129186868,0.4677902724484016,0.0681611688084906,0.0952060644058798,0.1438256283498032,0.1639470462882089,0.0610698196992156,1.1832631745329325,10.130647680485708,28.66498380021653,65.87597619242227,132.17197316604262
65,WR,2,established,D1,premium,0.1,49.06,0.5753516536658186,0.1030804774740084,0.5978109598667602,48.64253085354295,29.079038059905013,0.4021890401332397,0.0781469460032454,0.0824875217764207,0.1809816374363493,0.1731129507879591,0.0830819038627856,1.769838838368706,10.68893905497574,29.312273023170302,66.83058548649927,134.62382205404444
66,WR,2,established,D1,premium,0.25,55.4,0.6081730769230769,0.25,0.606483968391721,52.66007551451701,31.93749157385198,0.3935160316082789,0.0740570458323339,0.080588568491068,0.1569119155288615,0.2045791587862024,0.0903472797532551,2.3299042219168413,11.223235429325676,29.912485100636054,67.62878819772237,136.4890605683457
67,WR,2,established,D1,premium,0.5,66.5,0.6724137931034483,0.5,0.6191293599587276,59.99783243441538,37.14641959403058,0.3808706400412723,0.0688946852255953,0.0724907577117775,0.1405826437680006,0.2170537420822001,0.1201075311711539,3.165239235321664,11.975989768549326,30.81144208918256,68.81064703537666,139.81671486795182
68,WR,2,established,D1,premium,0.75,79.7,0.7272727272727273,0.7661290322580645,0.6311369031146944,68.35281092704687,43.13998140768061,0.3688630968853056,0.0639280442937334,0.0642814407661756,0.122003935604799,0.2225461710778956,0.1583773113720906,4.000858476086847,12.756155123292125,31.70840237003383,69.99823298346084,142.80986026550082
69,WR,2,established,D1,premium,0.9,90.06000000000002,0.7605503484739246,0.8863520408163266,0.6389000083817017,71.26019079982429,45.5281364992894,0.3610999916182983,0.0547085150245716,0.0694814715642346,0.1164236637084057,0.2306046981022092,0.1676816599822803,4.568105163406891,13.29720029526574,32.3163191792012,70.80665043777282,144.70027720052303
70,WR,2,veteran,D1,premium,0.1,50.44,0.6028095684803002,0.1489247311827957,0.4286035068133973,28.031587548932706,12.014436725019324,0.5713964931866027,0.0606912306404423,0.1208631512333496,0.1404298546521793,0.0849416953854696,0.0216775749019564,0.0,5.166468881902752,23.86815470065902,61.41083351414162,130.17411859080025
71,WR,2,veteran,D1,premium,0.25,59.3,0.6206030150753769,0.2941176470588235,0.4403764808394819,31.05049222340924,13.67390649367866,0.5596235191605181,0.0589633029817472,0.1195227623690262,0.1362283822021178,0.1004843498168078,0.0251776834697827,0.0,5.970109778030775,24.67738190439913,62.51091646120783,131.75214766941963
72,WR,2,veteran,D1,premium,0.5,69.42,0.6864035087719298,0.6224489795918368,0.4516418293658393,37.29938453856765,16.845962267218592,0.5483581706341607,0.053187442593175,0.1091988873490033,0.1305125991373837,0.12064845524074,0.0380944450455371,0.0,6.5837035323643605,25.4499628913568,63.51705464370266,134.9869733394578
73,WR,2,veteran,D1,premium,0.75,79.7,0.7361809045226131,0.775,0.4612987038251789,40.82791781361369,18.83386556730093,0.5387012961748211,0.0518184202338795,0.1054515155916454,0.1273025522687834,0.1306486428379685,0.046077572892902,0.0,7.15090514062333,26.13139365212024,64.41195413316626,137.54770245399737
74,WR,2,veteran,D1,premium,0.9,91.94,0.7698284823284823,0.9253246753246752,0.471018839129615,43.46402338748543,20.472373839875825,0.5289811608703849,0.0417364336522214,0.1116548982983882,0.1257745470410634,0.1422021411170057,0.0496508190209361,0.0,7.802064930394188,26.84406237814792,65.3645216218256,139.57393847958616
75,WR,3,developmental,D1,starter,0.1,20.2,0.3648648648648648,0.1078431372549019,0.3567938003008223,34.437567281819085,12.28711050359549,0.6432061996991777,0.0488353130366313,0.0842644002131211,0.1206237210485828,0.0773064127420102,0.0257639532604767,0.2885037762882092,9.307640936849085,26.899764318684944,63.38655362937681,129.78527681693978
76,WR,3,developmental,D1,starter,0.25,23.57,0.3937247917373441,0.2443438914027149,0.3703662505106723,36.98864898356973,13.699347235500111,0.6296337494893277,0.0505617357395569,0.082739369692839,0.1227408991364859,0.0841305040001955,0.0301937419415947,1.0761326097350548,10.125761392463296,27.66437890540746,64.62346569511746,131.64256074024738
77,WR,3,developmental,D1,starter,0.5,28.8,0.4396984924623116,0.4607843137254901,0.3883114133452594,40.923807808995605,15.891181649780847,0.6116885866547406,0.0529405768552863,0.0792657170042048,0.1239784005409177,0.0940643985401572,0.0380623204046933,2.0885865048976555,11.18226441698257,28.74538029468012,66.16896565537876,134.1560416204854
78,WR,3,developmental,D1,starter,0.75,35.95,0.4910685805422647,0.7118055555555556,0.408473219996039,45.73395460335645,18.681095699985683,0.591526780003961,0.0556566131486616,0.0747179001356292,0.1237464540816694,0.1052234652463976,0.049128787383681,3.2165551560672228,12.359390546247113,29.95138752581125,67.89004052297344,136.9584405204694
79,WR,3,developmental,D1,starter,0.9,40.7,0.5288461538461539,0.8854166666666666,0.419843050544141,49.046954434880725,20.59202296983981,0.5801569494558589,0.0572880603862778,0.0709441196764852,0.1220200010913508,0.1117870799070789,0.0578037894829483,3.8315352624425074,13.006514645517946,30.716932747998232,68.77942358873888,138.62507974533716
80,WR,3,established,D1,premium,0.1,49.06,0.5753516536658186,0.1030804774740084,0.3920840722381206,48.4855570284962,19.01041464446642,0.6079159277618794,0.0608541908927829,0.0680322051865319,0.078407004196814,0.124934221735774,0.0598564502262176,0.0,9.028158558659314,26.795980808334264,65.2427630790611,136.0615717988092
81,WR,3,established,D1,premium,0.25,55.4,0.6081730769230769,0.25,0.4029055472664269,51.0640829786144,20.574002298156863,0.5970944527335731,0.0588482161197627,0.0662406991280269,0.0870099281597686,0.1223993147215751,0.0684073891372934,0.4259844037470017,9.673630651467697,27.507318636414013,66.15880715501565,137.65973910434158
82,WR,3,established,D1,premium,0.5,66.5,0.6724137931034483,0.5,0.4191537207412779,56.49018390227313,23.67807076799682,0.5808462792587221,0.0614108508479557,0.061190682701067,0.0824260409561836,0.1297227957324001,0.0844033505036714,1.3219343535137753,10.621443399737586,28.72437660612973,67.40840329915319,140.2185225664226
83,WR,3,established,D1,premium,0.75,79.7,0.7272727272727273,0.7661290322580645,0.435154789247502,62.42955183705245,27.166518472468564,0.5648452107524979,0.0640494190719162,0.0555329337601303,0.0765887806397744,0.1352608124445552,0.1037228433311257,2.232238068407902,11.578747486331372,29.845829362748567,68.73019547843663,142.67045590496505
84,WR,3,established,D1,premium,0.9,90.06000000000002,0.7605503484739246,0.8863520408163266,0.4458357552101253,60.18475221272937,26.832514454896454,0.5541642447898747,0.0643929468261967,0.0576567213222588,0.0987538553024598,0.127895195644414,0.0971370361147958,2.8561030089911554,12.23246151951752,30.56664913531235,69.65771548574402,144.28952030455804
85,WR,3,veteran,D0,premium,0.1,50.44,0.6028095684803002,0.1489247311827957,0.173151904009754,21.947859161009774,3.800313602666764,0.826848095990246,0.0255957656662738,0.0438893724485172,0.0517299217429763,0.0420663330851806,0.0098705110668058,21.947859161009774,21.947859161009774,21.947859161009774,21.947859161009774,21.947859161009774
86,WR,3,veteran,D0,premium,0.25,59.3,0.6206030150753769,0.2941176470588235,0.1819062013145933,26.42353861075345,4.806605533971648,0.8180937986854067,0.0259973784437248,0.0440476354640529,0.0554979447065051,0.0447326861079421,0.0116305565923682,26.42353861075345,26.42353861075345,26.42353861075345,26.42353861075345,26.42353861075345
87,WR,3,veteran,D0,premium,0.5,69.42,0.6864035087719298,0.6224489795918368,0.1906411637123978,32.208863386753,6.140335197904235,0.8093588362876022,0.0274668965937034,0.0409878531690064,0.0549372446498765,0.0514773216490452,0.0157718476507661,32.208863386753,32.208863386753,32.208863386753,32.208863386753,32.208863386753
